M_PR_UID	M_PR_NAME	M_PR_INCHIKEY	M_PR_SMILE-CAN-OB	M_PR_FORMULA	M_PR_CHARGE
1467915818	2',3'-Cyclic GMP	UASRYODFRYWBRC	OCC1OC(C2C1OP(=O)(O2)O)n1cnc2c1[nH]c(N)nc2=O	C10H12N5O7P	0.0
1467915827	Imidazolone	CAAMSDWKXXPUJR	C1NC=NC1=O	C3H4N2O	0.0
1467915839	2'-Deoxyinosine 5'-phosphate	PHNGFPPXDJJADG	OC1CC(OC1COP(=O)(O)O)n1cnc2c1[nH]cnc2=O	C10H13N4O7P	0.0
1467915963	2-Hydroxy-6-keto-2,4-heptadienoate	HVZGWILTESYJSP	CC(=O)C=CC=C(C(=O)O)O	C7H8O4	0.0
1467916053	Sedoheptulose 1-phosphate	JPTRNFAYXMBCLJ	OCC(C(C(C(C(=O)COP(=O)(O)O)O)O)O)O	C7H15O10P	0.0
1467916172	N-Acetylneuraminate 9-phosphate	SQMNIXJSBCSNCI	CC(=O)NC1C(O)CC(OC1C(C(COP(=O)(O)O)O)O)(O)C(=O)O	C11H20NO12P	0.0
1467916182	Acetamide	DLFVBJFMPXGRIB	CC(=O)N	C2H5NO	0.0
1467916250	2-Oxopentanoic acid	KDVFRMMRZOCFLS	CCCC(=O)C(=O)O	C5H8O3	0.0
1467916267	1-Deoxy-D-xylulose	IGUZJYCAXLYZEE	OCC(C(C(=O)C)O)O	C5H10O4	0.0
1467916648	Cyclohexa-1,5-diene-1-carbonyl-CoA	IHXBZDHPKCDGKN	O=C(NCCSC(=O)C1=CCCC=C1)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C28H42N7O17P3S	0.0
1467916771	N-Acetylanthranilate	QSACCXVHEVWNMX	CC(=O)Nc1ccccc1C(=O)O	C9H9NO3	0.0
1467917041	2,3',4,6-Tetrahydroxybenzophenone	QWRYPHZJTWQLFX	Oc1cccc(c1)C(=O)c1c(O)cc(cc1O)O	C13H10O5	0.0
1467917051	2,4,6-Trihydroxybenzophenone	CPEXFJVZFNYXGU	Oc1cc(O)c(c(c1)O)C(=O)c1ccccc1	C13H10O4	0.0
1467917082	Ethyl cinnamate	KBEBGUQPQBELIU	CCOC(=O)C=Cc1ccccc1	C11H12O2	0.0
1467917143	sym-Homospermidine	UODZHRGDSPLRMD	NCCCCNCCCCN	C8H21N3	0.0
1467917156	1-Carboxyvinyl carboxyphosphonate	LPUFGTSGSICQBX	C=C(C(=O)O)OP(=O)(C(=O)O)O	C4H5O7P	0.0
1467917177	2-Deoxy-D-glucose 6-phosphate	UQJFZAAGZAYVKZ	OC1OC(COP(=O)(O)O)C(C(C1)O)O	C6H13O8P	0.0
1467917204	Lacto-N-biose	HMQPEDMEOBLSQB	OCC1OC(O)C(C(C1O)OC1OC(CO)C(C(C1O)O)O)NC(=O)C	C14H25NO11	0.0
1467917321	4-Chlorobenzoyl-CoA	DEPSOKCZMQPCBI	O=C(NCCSC(=O)c1ccc(cc1)Cl)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C28H39ClN7O17P3S	0.0
1467917417	ADP-D-glycero-beta-D-manno-heptose	KMSFWBYFWSKGGR	OCC(C1OC(OP(=O)(OP(=O)(OCC2OC(C(C2O)O)n2cnc3c2ncnc3N)O)O)C(C(C1O)O)O)O	C17H27N5O16P2	0.0
1467917646	Octanoic acid	WWZKQHOCKIZLMA	CCCCCCCC(=O)O	C8H16O2	0.0
1467917663	Tetradecanoic acid	TUNFSRHWOTWDNC	CCCCCCCCCCCCCC(=O)O	C14H28O2	0.0
1467917697	(6Z,9Z,12Z)-Octadecatrienoic acid	VZCCETWTMQHEPK	CCCCCC=CCC=CCC=CCCCCC(=O)O	C18H30O2	0.0
1467917714	(9Z,12Z,15Z)-Octadecatrienoic acid	DTOSIQBPPRVQHS	CCC=CCC=CCC=CCCCCCCCC(=O)O	C18H30O2	0.0
1467917752	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid	MBMBGCFOFBJSGT	CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O	C22H32O2	0.0
1467917858	L-Xylulose 1-phosphate	XALHHFQIICWKJR	OC1COC(C1O)(O)COP(=O)(O)O	C5H11O8P	0.0
1467917915	2-Hydroxyethylphosphonate	SEHJHHHUIGULEI	OCCP(=O)(O)O	C2H7O4P	0.0
1467917966	Hydroxymethylphosphonate	GTTBQSNGUYHPNK	OCP(=O)(O)O	CH5O4P	0.0
1467917979	Phosphonoformate	ZJAOAACCNHFJAH	[O-]C(=O)P(=O)(O)[O-]	CHO5P--	-2.0
1467918425	Phosphotyrosine	DCWXELXMIBXGTH	OC(=O)C(Cc1ccc(cc1)OP(=O)(O)O)N	C9H12NO6P	0.0
1467918448	Hydrogenobyrinate a,c diamide	BYLRAQWTUVCQLV	OC(=O)CCC1C2=NC(C1(C)CC(=O)N)(C)C1NC(=C(C)C3=NC(=CC4=NC(=C2C)C(C)(CC(=O)N)C4CCC(=O)O)C(C3CCC(=O)O)(C)C)C(C1CC(=O)O)(C)CCC(=O)O	C45H62N6O12	0.0
1467918460	Cob(II)yrinate a,c diamide	IADMSJRJSGLGJI	OC(=O)CCC1C2=C(C)C3=NC(=CC4=NC(=C(C5=NC(C(C1(C)CC(=O)N)(N2[Co+])C)C(CC(=O)O)C5(C)CCC(=O)O)C)C(C4(C)C)CCC(=O)O)C(C3(C)CC(=O)N)CCC(=O)O	C45H61CoN6O12+	1.0
1467918473	Cob(I)yrinate a,c diamide	NKLHEMWEQJCPPF	OC(=O)CCC1C2=NC(C1(C)CC(=O)N)(C)C1N([Co])C(=C(C)C3=NC(=CC4=NC(=C2C)C(C)(CC(=O)N)C4CCC(=O)O)C(C3CCC(=O)O)(C)C)C(C1CC(=O)O)(C)CCC(=O)O	C45H61CoN6O12	0.0
1467918943	Ethylene	VGGSQFUCUMXWEO	C=C	C2H4	0.0
1467918955	Ethylene oxide	IAYPIBMASNFSPL	O1CC1	C2H4O	0.0
1467919008	Cyanuric acid	ZFSLODLOARCGLH	Oc1nc(O)nc(n1)O	C3H3N3O3	0.0
1467919020	Biuret	OHJMTUPIZMNBFR	NC(=O)NC(=O)N	C2H5N3O2	0.0
1467919084	Naringenin chalcone	YQHMWTPYORBCMF	Oc1ccc(cc1)C=CC(=O)c1c(O)cc(cc1O)O	C15H12O5	0.0
1467919099	(+)-Catechin	PFTAWBLQPZVEMU	Oc1cc2OC(c3ccc(c(c3)O)O)C(Cc2c(c1)O)O	C15H14O6	0.0
1467919146	Deacetoxycephalosporin C	NNQIJOYQWYKBOW	O=C(NC1C(=O)N2C1SCC(=C2C(=O)O)C)CCCC(C(=O)O)N	C14H19N3O6S	0.0
1467919245	Ampicillin	AVKUERGKIZMTKX	NC(c1ccccc1)C(=O)NC1C(=O)N2C1SC(C2C(=O)O)(C)C	C16H19N3O4S	0.0
1467919673	Erythromycin C	MWFRKHPRXPSWNT	CCC1OC(=O)C(C)C(OC2OC(C)C(C(C2)(C)O)O)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(CC(C(=O)C(C(C1(C)O)O)C)C)(C)O	C36H65NO13	0.0
1467919684	dTDP-3,4-dioxo-2,6-dideoxy-D-glucose	FHKRUUVTZNTHKJ	OC1CC(OC1COP(=O)(OP(=O)(OC1CC(=O)C(=O)C(O1)C)O)O)n1cc(C)c(=O)[nH]c1=O	C16H22N2O14P2	0.0
1467919694	dTDP-4-oxo-2,6-dideoxy-L-allose	AONILRCSLAIOQE	OC1CC(OC1COP(=O)(OP(=O)(OC1CC(O)C(=O)C(O1)C)O)O)n1cc(C)c(=O)[nH]c1=O	C16H24N2O14P2	0.0
1467919717	Malonamoyl-CoA	KRWKKOAUSKOTIG	O=C(NCCSC(=O)CC(=O)N)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C24H39N8O18P3S	0.0
1467919774	3-O-alpha-Mycarosylerythronolide B	WWWXDCNRNMZGEN	CCC1OC(=O)C(C)C(OC2OC(C)C(C(C2)(C)O)O)C(C)C(O)C(CC(C(=O)C(C(C1C)O)C)C)(C)O	C28H50O10	0.0
1467919787	Erythromycin D	CLQUUOKNEOQBSW	CCC1OC(=O)C(C)C(OC2OC(C)C(C(C2)(C)O)O)C(C)C(OC2OC(C)CC(C2O)[N+](C)C)C(CC(C(=O)C(C(C1C)O)C)C)(C)O	C36H65NO12+	1.0
1467919810	Erythronolide B	ZFBRGCCVTUPRFQ	CCC1OC(=O)C(C)C(O)C(C)C(O)C(CC(C(=O)C(C(C1C)O)C)C)(C)O	C21H38O7	0.0
1467920001	4-Amino-anhydrotetracycline	INUFQOJZVFLXMQ	NC(=O)C1=C(O)C(N)C2C(C1=O)(O)C(=O)c1c(C2)c(C)c2c(c1O)c(O)ccc2	C20H18N2O7	0.0
1467920014	L-N2-(2-Carboxyethyl)arginine	OHWCFZJEIHZWMN	[O-]C(=O)CCNC(C(=O)[O-])CCCNC(=[N+])N	C9H15N4O4-	-1.0
1467920026	Deoxyguanidinoproclavaminic acid	UYADDEKIZFRINK	NC(=N)NCCCC(N1CCC1=O)C(=O)O	C9H16N4O3	0.0
1467920039	Guanidinoproclavaminic acid	MPNWPLYZGCKKFY	[O-]C(=O)C(N1CCC1=O)C(CCNC(=[NH2+])N)O	C9H16N4O4	0.0
1467920051	Proclavaminic acid	NMCINKPVAOXDJH	[N+]CCC(C(N1CCC1=O)C(=O)[O-])O	C8H11N2O4	0.0
1467920064	Dihydroclavaminic acid	BONQGFBLZGPXMG	NCCC1OC2N(C1C(=O)O)C(=O)C2	C8H12N2O4	0.0
1467920159	(5R)-Carbapen-2-em-3-carboxylate	BSIMZHVOQZIAOY	O=C1CC2N1C(=CC2)C(=O)O	C7H7NO3	0.0
1467920194	Vanillate	WKOLLVMJNQIZCI	COc1cc(ccc1O)C(=O)O	C8H8O4	0.0
1467920311	DL-Cycloserine	DYDCUQKUCUHJBH	NC1CONC1=O	C3H6N2O2	0.0
1467920378	Rifampicin	JQXXHWHPUNPDRT	COC1C=COC2(C)Oc3c(C2=O)c2c(O)c(C=NN4CC[N+](CC4)C)c(c(c2c(c3C)[O-])O)NC(=O)C(=CC=CC(C(C(C(C(C(C1C)OC(=O)C)C)O)C)O)C)C	C43H57N4O12	0.0
1467920487	Arsenite	OWTFKEBRIAXSMO	[O-][As]([O-])[O-]	AsO3---	-3.0
1467920622	Dihydrophloroglucinol	JUOPGIRJUCFNBD	OC1CC(=CC(=O)C1)O	C6H8O3	0.0
1467920725	4-Methylcatechol	ZBCATMYQYDCTIZ	Cc1ccc(c(c1)O)O	C7H8O2	0.0
1467920780	Aminoacetaldehyde	LYIIBVSRGJSHAV	C([N+])C=O	C2H3NO+	1.0
1467920793	(E)-11-Tetradecenoyl-CoA	WFGNMSCJASVFQK	CCC=CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C35H60N7O17P3S	0.0
1467921150	Diethanolamine	ZBCBWPMODOFKDW	OCCNCCO	C4H11NO2	0.0
1467921526	Nitrobenzene	LQNUZADURLCDLV	[O-][N+](=O)c1ccccc1	C6H5NO2	0.0
1467922223	Cephalexin	ZAIPMKNFIOOWCQ	[N+]C(c1ccccc1)C(=O)NC1C(=O)N2C1SCC(=C2C(=O)[O-])C	C16H14N3O4S	0.0
1467922942	Spirodilactone	ZKEVGLUAKGKGMO	O=C1CCC2(O1)OC(=O)c1c2cccc1	C11H8O4	0.0
1467923315	Hydroxyurea	VSNHCAURESNICA	NC(=O)NO	CH4N2O2	0.0
1467923571	Styrene	PPBRXRYQALVLMV	C=Cc1ccccc1	C8H8	0.0
1467923604	Phenylacetic acid	WLJVXDMOQOGPHL	OC(=O)Cc1ccccc1	C8H8O2	0.0
1467923795	2-Hydroxy-1,4-benzoquinone	GPLIMIJPIZGPIF	O=C1C=CC(=O)C(=C1)O	C6H4O3	0.0
1467923861	Ethylbenzene	YNQLUTRBYVCPMQ	CCc1ccccc1	C8H10	0.0
1467923876	1-Phenylethanol	WAPNOHKVXSQRPX	CC(c1ccccc1)O	C8H10O	0.0
1467923888	Acetophenone	KWOLFJPFCHCOCG	CC(=O)c1ccccc1	C8H8O	0.0
1467923905	3-Oxo-3-phenylpropanoate	HXUIDZOMTRMIOE	O=C(c1ccccc1)CC(=O)O	C9H8O3	0.0
1467923954	Benzoylacetyl-CoA	NHDPIYICCBKNNJ	O=C(NCCSC(=O)CC(=O)c1ccccc1)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C30H42N7O18P3S	0.0
1467924024	Menadiol	ZJTLZYDQJHKRMQ	Oc1cc(C)c(c2c1cccc2)O	C11H10O2	0.0
1467924453	2-Hydroxyacetophenone	ZWVHTXAYIKBMEE	OCC(=O)c1ccccc1	C8H8O2	0.0
1467925179	Limonene-1,2-diol	WKZWTZTZWGWEGE	CC(=C)C1CCC(C(C1)O)(C)O	C10H18O2	0.0
1467925412	4-Hydroxy-3-methoxyphenyl-beta-hydroxypropanoyl-CoA	SDNPOBCYTJKZSD	COc1cc(ccc1O)C(CC(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O)O	C31H46N7O20P3S	0.0
1467925702	3-Methyl-2-butenal	SEPQTYODOKLVSB	O=CC=C(C)C	C5H8O	0.0
1467925717	Carbonyl sulfide	JJWKPURADFRFRB	O=C=S	COS	0.0
1467925842	Betaine aldehyde hydrate	HEHORKLRCFPRON	OC(C[N+](C)(C)C)O	C5H14NO2+	1.0
1467927844	Acetanilide	FZERHIULMFGESH	CC(=O)Nc1ccccc1	C8H9NO	0.0
1467928724	5-FU	GHASVSINZRGABV	Fc1c[nH]c(=O)[nH]c1=O	C4H3FN2O2	0.0
1467929896	D-glycero-beta-D-manno-Heptose 7-phosphate	SDADNVAZGVDAIM	OC(C1OC(O)C(C(C1O)O)O)COP(=O)(O)O	C7H15O10P	0.0
1467929919	D-glycero-beta-D-manno-Heptose 1-phosphate	KMEJCSKJXSBBAN	OCC(C1OC(OP(=O)(O)O)C(C(C1O)O)O)O	C7H15O10P	0.0
1467932396	Lychnose	BNOGJEJAYILSFT	OCC1OC(OCC2OC(OC3(COC4OC(CO)C(C(C4O)O)O)OC(C(C3O)O)CO)C(C(C2O)O)O)C(C(C1O)O)O	C24H42O21	0.0
1467932442	Robinobiose	OVVGHDNPYGTYIT	CC1OC(OCC2OC(O)C(C(C2O)O)O)C(C(C1O)O)O	C12H22O10	0.0
1467932613	3-Methylbutanoic acid	GWYFCOCPABKNJV	CC(CC(=O)O)C	C5H10O2	0.0
1467932779	3-(Methylthio)propanoate	CAOMCZAIALVUPA	CSCCC(=O)O	C4H8O2S	0.0
1467932827	Tiglic acid	UIERETOOQGIECD	CC(=CC)C(=O)O	C5H8O2	0.0
1467932841	Hypoglycin B	UYDZYCPIQSRXKU	O=C(NC(C(=O)O)CC1CC1=C)CCC(C(=O)O)N	C12H18N2O5	0.0
1467932928	Hypoglycin	OOJZCXFXPZGUBJ	NC(C(=O)O)CC1CC1=C	C7H11NO2	0.0
1467932954	Isowillardiine	AZSWUZQIIMMKOZ	[N+]C(C(=O)[O-])Cn1c(=O)cc[nH]c1=O	C7H6N3O4	0.0
1467933773	(9Z)-Hexadecenoic acid	SECPZKHBENQXJG	CCCCCCC=CCCCCCCCC(=O)O	C16H30O2	0.0
1467933822	Ricinoleic acid	WBHHMMIMDMUBKC	CCCCCCC(CC=CCCCCCCCC(=O)O)O	C18H34O3	0.0
1467934672	6-Methylaminopurine	CKOMXBHMKXXTNW	CNc1ncnc2c1nc[nH]2	C6H7N5	0.0
1467935189	Indican	XVARCVCWNFACQC	OCC1OC(Oc2c[nH]c3c2cccc3)C(C(C1O)O)O	C14H17NO6	0.0
1467935311	(-)-Jasmonic acid	ZNJFBWYDHIGLCU	CCC=CCC1C(CCC1=O)CC(=O)O	C12H18O3	0.0
1467935344	Indole-3-carboxaldehyde	OLNJUISKUQQNIM	O=Cc1c[nH]c2c1cccc2	C9H7NO	0.0
1467935532	Tenuazonic acid	KLBSRSYHIIAQTG	CCC(C1NC(=O)C(C1=O)C(=O)C)C	C10H15NO3	0.0
1467935857	Amaranthin	ATSKDYKYMQVTGH	OCC1OC(Oc2cc3CC([N+](=CC=C4CC(NC(=C4)C(=O)O)C(=O)O)c3cc2O)C(=O)[O-])C(C(C1O)O)OC1OC(C(=O)O)C(C(C1O)O)O	C30H34N2O19	0.0
1467935869	Betalamic acid	YQDKULBMDMPFLH	O=CC=C1CC(NC(=C1)C(=O)O)C(=O)O	C9H9NO5	0.0
1467935881	Betanidin	XHJKHSXHWJCBLX	OC(=O)C1CC(=CC=[N+]2C(Cc3c2cc(O)c(c3)O)C(=O)[O-])C=C(N1)C(=O)O	C18H16N2O8	0.0
1467935894	Betanin	DHHFDKNIEVKVKS	OCC1OC(Oc2cc3CC([N+](=CC=C4CC(NC(=C4)C(=O)O)C(=O)O)c3cc2O)C(=O)[O-])C(C(C1O)O)O	C24H26N2O13	0.0
1467935919	Celosianin II	MPMOZJNSLITZSA	OCC1OC(Oc2cc3CC([N+](=CC=C4CC(NC(=C4)C(=O)O)C(=O)O)c3cc2O)C(=O)[O-])C(C(C1O)O)OC1OC(C(=O)O)C(C(C1OC(=O)C=Cc1ccc(c(c1)OC)O)O)O	C40H42N2O22	0.0
1467935931	Dopaxanthin	YSNPSKZBOQYUHH	OC(=O)C(Cc1ccc(c(c1)O)O)N=CC=C1CC(NC(=C1)C(=O)O)C(=O)O	C18H18N2O8	0.0
1467936038	Lampranthin II	BRMDRKOAVZEJCS	COc1cc(C=CC(=O)OCC2OC(Oc3cc4CC([N+](=CC=C5CC(NC(=C5)C(=O)O)C(=O)O)c4cc3O)C(=O)[O-])C(C(C2O)O)O)ccc1O	C34H34N2O16	0.0
1467936196	Portulacaxanthin II	MBFJCQLVRQZZOV	Oc1ccc(cc1)CC(C(=O)O)N=CC=C1CC(NC(=C1)C(=O)O)C(=O)O	C18H18N2O7	0.0
1467936701	Chrysanthemin	XOCOUBWIIHGONS	OCC1OC(Oc2cc3c([O-])cc(cc3[o+]c2c2ccc(c(c2)O)O)[O-])C(C(C1O)O)O	C21H19O11-	-1.0
1467936813	Cyanidin 3-O-(6''-glucosyl-2''-xylosylgalactoside)	AYLAGJQWEYHYSU	OCC1OC(OCC2OC(Oc3cc4c(O)cc(cc4[o+]c3c3ccc(c(c3)O)O)O)C(C(C2O)O)OC2OCC(C(C2O)O)O)C(C(C1O)O)O	C32H39O20+	1.0
1467937154	Cyanin	ZBTHRRMKPWHKGQ	OCC1OC(Oc2cc(O)cc3c2cc(OC2OC(CO)C(C(C2O)O)O)c([o+]3)c2ccc(c(c2)O)O)C(C(C1O)O)O	C27H31O16+	1.0
1467937279	Isoliquiritigenin	DXDRHHKMWQZJHT	Oc1ccc(cc1)C=CC(=O)c1ccc(cc1O)O	C15H12O4	0.0
1467938196	Pelargonin	DTGACDYACDRZLM	OCC1OC(Oc2cc(O)cc3c2cc(OC2OC(CO)C(C(C2O)O)O)c([o+]3)c2ccc(cc2)O)C(C(C1O)O)O	C27H31O15+	1.0
1467944747	Esculetin	ILEDWLMCKZNDJK	O=c1ccc2c(o1)cc(c(c2)O)O	C9H6O4	0.0
1467945387	Umbelliferone	ORHBXUUXSCNDEV	Oc1ccc2c(c1)oc(=O)cc2	C9H6O3	0.0
1467950695	Garbanzol	VRTGGIJPIYOHGT	Oc1ccc(cc1)C1Oc2cc(O)ccc2C(=O)C1O	C15H12O5	0.0
1467950839	Liquiritigenin	FURUXTVZLHCCNA	Oc1ccc(cc1)C1CC(=O)c2c(O1)cc(cc2)O	C15H12O4	0.0
1467951451	Cyclohex-1-ene-1-carboxyl-CoA	YTTZSBMCHSFQSJ	O=C(NCCSC(=O)C1=CCCCC1)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C28H44N7O17P3S	0.0
1467951460	2-Hydroxycyclohexane-1-carboxyl-CoA	OIFANTIHESWSAR	O=C(NCCSC(=O)C1CCCCC1O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C28H46N7O18P3S	0.0
1467951469	2-Ketocyclohexane-1-carboxyl-CoA	BGLNPJARTQOCKR	O=C(NCCSC(=O)C1CCCCC1=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C28H44N7O18P3S	0.0
1467951881	(R)-(+)-Citronellal	NEHNMFOYXAPHSD	O=CCC(CCC=C(C)C)C	C10H18O	0.0
1467955986	Quercetin 3-(2G-xylosylrutinoside)	RLTNQOUWXZXZCS	Oc1cc(O)c2c(c1)oc(c(c2=O)OC1OC(COC2OC(C)C(C(C2O)O)O)C(C(C1OC1OCC(C(C1O)O)O)O)O)c1ccc(c(c1)O)O	C32H38O20	0.0
1467959390	3,4-Dihydroxyphenylpropanoate	DZAUWHJDUNRCTF	OC(=O)CCc1ccc(c(c1)O)O	C9H10O4	0.0
1467959670	Isoeugenol	BJIOGJUNALELMI	CC=Cc1ccc(c(c1)OC)O	C10H12O2	0.0
1467962511	4'-Hydroxyacetophenone	TXFPEBPIARQUIG	CC(=O)c1ccc(cc1)O	C8H8O2	0.0
1467965407	Caffeic aldehyde	AXMVYSVVTMKQSL	O=CC=Cc1ccc(c(c1)O)O	C9H8O3	0.0
1467966542	Spinosyn A	SRJQTHAZUNRMPR	CCC1CCCC(OC2CCC(C(O2)C)N(C)C)C(C)C(=O)C2=CC3C(C2CC(=O)O1)C=CC1C3CC(C1)OC1OC(C)C(C(C1OC)OC)OC	C41H65NO10	0.0
1467966634	4-Hydroxybutyryl-CoA	BAMBWCGEVIAQBF	OCCCC(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C25H42N7O18P3S	0.0
1467967344	3-Hydroxyindolin-2-one	SGZFJWQQBHYNNF	O=C1Nc2c(C1O)cccc2	C8H7NO2	0.0
1467967445	Dimethyl sulfone	HHVIBTZHLRERCL	CS(=O)(=O)C	C2H6O2S	0.0
1467967456	Dimethyl sulfoxide	IAZDPXIOMUYVGZ	CS(=O)C	C2H6OS	0.0
1467967481	Methanesulfonic acid	AFVFQIVMOAPDHO	CS(=O)(=O)O	CH4O3S	0.0
1467969511	N1-Amidinostreptamine 6-phosphate	YFFQDNQRUIYSNO	NC(=N)NC1C(OP(=O)(O)O)C(O)C(C(C1O)N)O	C7H17N4O7P	0.0
1467969548	4-Amino-4-deoxychorismate	OIUJHGOLFKDBSU	[NH3+]C1C=CC(=CC1OC(=C)C(=O)[O-])C(=O)[O-]	C10H10NO5-	-1.0
1467970135	(3R)-3-Isopropenyl-6-oxoheptanoate	NJOIWWRMLFSDTM	CC(=O)CCC(C(=C)C)CC(=O)O	C10H16O3	0.0
1467970157	(3R)-3-Isopropenyl-6-oxoheptanoyl-CoA	VMTHAXKUEKKCEY	O=C(NCCSC(=O)CC(C(=C)C)CCC(=O)C)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C31H50N7O18P3S	0.0
1467970420	2-C-Methyl-D-erythritol 4-phosphate	XMWHRVNVKDKBRG	OCC(C(COP(=O)(O)O)O)(O)C	C5H13O7P	0.0
1467970431	4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol	YFAUKWZNPVBCFF	OCC(C(COP(=O)(OP(=O)(OCC1OC(C(C1O)O)n1ccc(nc1=O)N)O)O)O)(O)C	C14H25N3O14P2	0.0
1467970442	2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	HTJXTKBIUVFUAR	OCC(C(COP(=O)(OP(=O)(OCC1OC(C(C1O)O)n1ccc(nc1=O)N)O)O)O)(OP(=O)(O)O)C	C14H26N3O17P3	0.0
1467970452	1-Deoxy-D-xylulose 5-phosphate	AJPADPZSRRUGHI	OC(C(C(=O)C)O)COP(=O)(O)O	C5H11O7P	0.0
1467970558	2-C-Methyl-D-erythritol 2,4-cyclodiphosphate	SFRQRNJMIIUYDI	OCC1(C)OP(=O)(O)OP(=O)(OCC1O)O	C5H12O9P2	0.0
1467970593	3-(3-Hydroxyphenyl)propanoic acid	QVWAEZJXDYOKEH	OC(=O)CCc1cccc(c1)O	C9H10O3	0.0
1467970699	D-glycero-beta-D-manno-Heptose 1,7-bisphosphate	LMTGTTLGDUACSJ	OC(C1OC(OP(=O)(O)O)C(C(C1O)O)O)COP(=O)(O)O	C7H16O13P2	0.0
1467970739	L-Arabinose	PYMYPHUHKUWMLA	OCC(C(C(C=O)O)O)O	C5H10O5	0.0
1467970772	Sulfite	LSNNMFCWUKXFEE	[O-]S(=O)[O-]	O3S--	-2.0
1467970924	(R)-2-Hydroxypropyl-CoM	QWNJCCLFGYAGRK	CC(CSCCS(=O)(=O)O)O	C5H12O4S2	0.0
1467970934	2-Oxopropyl-CoM	CRNXHFXAXBWIRH	CC(=O)CSCCS(=O)(=O)O	C5H10O4S2	0.0
1467971022	(2R)-1,2-Epoxypropane	GOOHAUXETOMSMM	CC1CO1	C3H6O	0.0
1467971132	2-(alpha-D-Mannosyl)-3-phosphoglycerate	RJDBNSZFZDWPFL	OCC1OC(OC(C(=O)O)COP(=O)(O)O)C(C(C1O)O)O	C9H17O12P	0.0
1467971343	2-O-(alpha-D-Mannosyl)-D-glycerate	DDXCFDOPXBPUJC	OCC1OC(OC(C(=O)O)CO)C(C(C1O)O)O	C9H16O9	0.0
1467971733	cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol	RKDFGWAXBBGKMR	OC(=O)CCC1=CC=CC(C1O)O	C9H12O4	0.0
1467973290	5-Fluorodeoxyuridine	ODKNJVUHOIMIIZ	OCC1OC(CC1O)n1cc(F)c(=O)[nH]c1=O	C9H11FN2O5	0.0
1467974028	1-Hydroxy-2-methyl-2-butenyl 4-diphosphate	MDSIZRKJVDMQOQ	OCC(=CCOP(=O)(OP(=O)(O)O)O)C	C5H12O8P2	0.0
1467974152	2-Aminomalonate semialdehyde	XMTCKNXTTXDPJX	O=CC(C(=O)[O-])[NH3+]	C3H5NO3	0.0
1467974235	Divinyl chlorophyllide a	IQLDSMIBDORHSF	COC(=O)C1C(=O)c2c3=C1C1=NC(=Cc4n5[Mg]n3c(=CC3=NC(=Cc5c(c4C)C=C)C(=C3C=C)C)c2C)C(C1CCC(=O)O)C	C35H32MgN4O5	0.0
1467974276	(S)-4,5-Dihydroxypentane-2,3-dione	UYTRITJAZOPLCZ	CC(=O)C(=O)C(CO)O	C5H8O4	0.0
1467974866	Abietal	HOFSYSONRIGEAC	O=CC1(C)CCCC2(C1CC=C1C2CCC(=C1)C(C)C)C	C20H30O	0.0
